SYMBOL,GM07029-A1,GM07029-A2,GM07029-A3,GM10835A1,GM10835A2,GM10835A3,GM12813-A1,GM12813-A1dup,GM12813-A2,GM12813-A2dup,GM12813-A3dup,GM07019,GM12812,GM12814,GM12815,Average,Stdev
RSPRY1,4.93230653,6.847095192,6.470157827,5.678797466,5.175062016,5.504798486,4.147431717,3.341161555,4.081761497,4.052185824,3.839078102,5.813911037,5.810527999,5.324977019,4.694153563,5.047560389,1.013355154
TMEM186,2.044830052,2.023894104,1.978535192,2.967545622,3.6916556,3.386668633,2.411865371,2.613189675,2.224507499,1.941350361,1.879363719,3.293265402,2.363262068,1.726236944,2.81138565,2.490503726,0.613342406
SAE1,3.065481583,5.052146439,4.620312684,7.478975529,7.482810523,7.547615977,4.2489625,4.454076588,4.587399812,4.287244352,3.768271732,3.269384522,2.657393209,2.647638772,4.146306182,4.620934694,1.65479039
CNOT4,3.268953586,2.846814368,3.187727104,2.404701917,1.886910793,2.014757031,2.546744459,2.565726799,2.30209782,2.596866974,2.397525213,4.037849158,5.525260064,4.09205357,2.655881678,2.955324702,0.957557057
TSPAN14,2.985080304,3.341327753,3.17153311,2.216695833,3.154305301,2.623336015,3.949842424,3.968733647,3.772498699,4.005491834,4.225666843,4.34909428,4.131807397,3.412142289,4.55976757,3.591154886,0.672834778
KIAA0247,3.197859722,3.91964906,3.648238948,2.98325974,3.072772301,3.043145649,4.238139815,3.692694498,3.99270591,3.953313413,4.089902915,5.64653755,5.748946976,5.207030359,6.566194028,4.200026059,1.100525365
MESDC1,4.137800339,5.375699799,6.048720121,3.862560131,4.173773713,4.147842397,6.609312778,7.310529814,6.642729136,7.362738951,5.874705068,8.243431927,6.923257325,7.095259586,8.204348765,6.134180657,1.493864358
SAMD4B,3.937591194,5.751160765,5.310967372,3.680659302,3.7598846,3.514683289,6.50201685,6.048636603,5.980999413,5.959694783,5.340080603,6.082155985,5.643550687,5.315360762,6.949353504,5.318453048,1.088660874
BLVRB,7.966584087,6.556733198,8.082910515,12.77399999,16.58943688,13.98967199,8.106943724,11.20920761,9.914436115,9.817459319,11.71283049,7.199512913,6.35078084,7.281571449,6.32861504,9.592046278,3.096676414
GSS,10.93308138,11.79932517,11.96431126,16.26400773,15.60490339,15.50902215,13.03539381,14.43085869,13.19772528,11.42784549,13.20502846,10.39710024,8.726772634,11.37497855,13.09364026,12.73093297,2.099682998
GORASP2,5.029355325,4.376427502,5.606922563,3.083616646,3.298889129,3.677235264,4.705539996,4.83543381,5.282552528,4.408647291,4.465134283,5.561991528,6.253642689,4.993978761,6.749718526,4.821939056,1.013371088
SH3BP2,4.61738286,4.079406903,4.820588315,4.042182266,4.464708024,4.49397011,6.198948695,5.989164685,5.399397699,5.36474019,5.464303132,5.155188513,4.673403009,4.896587191,5.697173037,5.023809642,0.656241503
LRCH4,6.451035401,6.215499502,6.57453937,6.220396262,6.67152602,6.268582654,7.447964512,8.544273428,8.097922416,7.285030921,7.45697197,5.941769589,5.476568501,5.898783423,7.059787455,6.774043428,0.858591982
C9orf123,4.842215928,7.629256175,7.860469738,15.99117759,19.24605916,14.92667468,7.379716787,9.68690335,6.864867889,5.927300329,5.226149638,8.72312131,5.224530609,4.12335794,8.255871547,8.793844845,4.462674333
VCP,9.562730906,10.47702578,8.653746005,7.717161717,7.865371885,8.288188462,9.830887856,9.913881478,10.32046218,9.818545467,10.38776858,9.793958625,7.996074359,9.480178569,12.33052114,9.495766867,1.230487538
PIGO,4.279345733,4.3342218,4.287224863,4.504949779,4.575610344,4.170697734,6.141489661,5.08990713,5.605490719,5.005765562,5.673027436,5.207752028,4.454165748,5.200108893,5.344570943,4.924955225,0.605313857
USP15,7.380648178,8.731599023,7.343951188,5.501700512,6.15550419,5.591012054,10.00223661,7.831033567,7.889770638,8.736069918,9.698056907,9.93153392,8.336186076,9.778024908,7.490732099,8.026537319,1.500594572
DYNLL1,4.020921038,11.24701277,7.304854814,10.06281949,7.777645609,7.77989886,1.415534685,2.483828613,3.141435651,2.477400408,1.549731009,5.856534461,2.71584633,2.18779403,1.785162813,4.787094705,3.281852809
UNQ6487,1.744840459,1.51819606,1.690318538,3.437888078,2.620769812,2.230518289,2.473811513,3.472008682,3.321249675,3.117852449,3.340157391,0.846620237,2.149050397,1.971481643,1.75737027,2.379475566,0.816523176
IRF1,2.846918071,2.579498676,3.268375796,1.500196732,1.919724637,1.524068641,3.372236252,3.765175496,2.926975635,2.43544302,2.822955208,3.932124947,3.833308941,3.454334894,5.761348484,3.062845695,1.078424681
SKIV2L,5.56145934,4.427174477,5.399452372,3.901637758,4.406387823,4.139315836,7.058685014,7.250120628,6.370857068,5.764124635,5.794282527,5.988238132,4.923398732,5.486631491,7.646694249,5.607897339,1.139515017
RAPGEF1,3.515791456,4.240755676,3.925722425,3.300670428,3.527063761,3.149204397,5.390874866,4.406317633,4.413158642,4.622329721,4.606452738,3.428563292,3.238233978,3.519710001,5.082015193,4.024457614,0.710091461
C11orf73,7.844518852,14.95050588,15.26449952,14.63907126,14.36657946,18.47645954,6.274529331,5.752741918,7.851087437,5.296204949,4.657747465,7.295474797,9.534817516,6.738698639,5.691846645,9.642318881,4.561614078
RAB27A,8.722172172,10.7136444,11.90153376,13.01413189,12.87602031,14.93180873,7.846706676,5.527007825,8.046949742,7.466299277,8.169250473,9.790303946,9.945511172,8.190537881,8.965842692,9.74051473,2.522014369
ELOF1,5.218761378,6.079674154,7.218229719,7.334283397,7.802935385,9.29635261,4.717325727,5.381264895,4.09575086,4.815449583,4.001061487,7.306741571,4.278503946,3.915066591,9.194273944,6.043711683,1.856331926
ZSWIM1,3.329669018,4.285230313,3.906347893,2.746021911,2.199599418,2.303423141,3.923646203,3.438195136,3.395559079,4.374177688,3.807328224,7.817233186,6.407035005,6.689737005,8.228998229,4.45681343,1.9170234
TMEM55B,1.747217476,1.591624206,1.774969828,2.284831811,2.538600761,2.681163788,2.025673827,2.401128027,2.028855458,2.446720774,2.148797595,1.972626205,1.615090122,1.485089963,3.429738703,2.14480857,0.510199911
GGA3,4.449604913,6.150239939,5.929605425,3.588987599,4.001836797,3.785300341,5.558042955,5.732823389,6.23511331,5.834296196,5.418140699,7.508780489,6.552504596,6.721181391,10.16506456,5.842101506,1.64545599
CALR,11.9678259,13.63570195,12.64148859,8.511552362,8.933759984,9.475972534,11.27475919,10.51096822,11.64223714,13.04487899,12.97440268,14.87292506,11.28818551,13.61201511,16.11226348,12.03326245,2.141350975
RBM15B,2.156311429,1.87177865,2.419018331,1.683184898,1.868686101,1.651588199,2.38062323,2.731096819,2.394009525,2.387418594,2.570357305,2.525438624,1.994477067,2.1453675,3.309427213,2.272585566,0.436117713
BASP1,5.754083141,5.555167754,5.912289683,5.978379078,5.908885509,4.959768363,4.144033617,4.730949079,3.816895076,3.997746639,3.478832543,3.931457219,4.25041031,2.762226156,4.317518427,4.63324284,1.006291904
FICD,1.391794922,1.49066442,1.473239482,0.748970995,1.080837114,0.71278466,1.312167216,1.379393794,1.463553519,1.32379744,1.691454567,0.991568732,1.024184341,0.86285289,1.857026818,1.253619394,0.337913312
COQ6,5.083096966,6.220187716,6.621051294,9.798595217,8.939871354,11.22826915,7.241354131,6.759774258,6.6861731,5.442134483,6.331534157,7.335461823,5.933100638,5.584117833,8.315872609,7.168039649,1.722777115
NDUFAF1,3.245596414,4.975828148,7.061846553,5.923758372,5.397329175,6.084953474,1.881550334,2.357154317,2.862528602,2.194311233,1.517637966,4.271919897,2.958613,1.827860406,3.592985868,3.743591584,1.769907587
SMG5,4.581286612,3.974275968,5.07359197,3.691014001,3.98715069,3.565028581,5.641398326,6.196483783,5.383132819,4.890461082,5.50088972,5.412171546,4.899128183,5.113739646,7.596542412,5.033753023,1.042040701
WDR59,6.529121571,8.113608441,8.24957161,9.651201777,10.03710644,8.853246266,10.78368705,10.1481015,10.23078603,10.97037077,10.573215,7.905646389,10.19878839,9.445793548,8.876763172,9.371133863,1.257254884
TMEM59,7.644360903,5.90723635,6.784278061,9.070630724,8.748512452,9.465152693,5.309119241,6.517734911,5.750606781,4.660226673,4.541636464,5.127754624,6.404431533,4.797318454,5.997906449,6.448460421,1.612483648
RRAGD,9.842860992,7.191885028,11.50703396,17.90016903,14.66893575,15.99373928,10.28387727,9.336147071,9.246858414,9.639789172,9.526982874,10.59204115,12.45973473,9.017641753,11.00700479,11.21431342,2.903463945
TRIM14,8.557865014,10.19928349,8.550814617,6.998567121,7.810757179,7.09375529,11.74053577,9.616807145,9.989488651,11.37189266,10.07893712,8.481024773,7.273535474,8.136627926,9.184450888,9.005622874,1.477893342
AP3D1,3.2253022,3.251066464,3.404112817,2.655008518,3.13886096,2.655053995,2.279280928,2.565662392,2.113919052,2.559446786,2.387168672,1.958245137,1.489547989,2.231677063,3.758933893,2.644885791,0.611712675
LSM4,4.761168065,5.967232552,5.044203161,6.275199993,8.039390115,6.820705312,4.130315129,5.104504345,4.431094866,4.551646399,4.186946457,3.147037286,2.715896737,3.93600544,3.875916828,4.865817512,1.411754313
AP2S1,8.875833414,11.31070141,12.98598078,16.69847145,18.73267592,15.04043345,9.37951049,10.3790031,9.674595394,9.543436346,7.589926313,9.174868958,7.058858448,8.266786089,8.497929204,10.88060072,3.464553875
UBXN2A,7.922204833,5.590472041,8.892511771,4.363222825,3.844763296,4.121945123,3.795354984,3.72428185,3.47298234,4.055740528,4.805076732,5.993358421,7.067785203,5.741131571,4.171611959,5.170829565,1.667995208
PNOC,9.707227841,7.764808328,7.810911022,16.13225529,16.73204788,17.14137564,8.131777266,13.1898613,10.28998423,10.13968454,8.40131205,7.113125677,8.533403072,8.782327816,9.011812281,10.59212761,3.462121751
FAM167A,6.69137305,10.5178986,7.169676282,4.518877296,4.662340543,5.926031722,9.974155481,8.676829037,9.908696524,9.034397826,9.660012763,13.03017599,6.104575834,9.459707267,10.39994756,8.382313051,2.430737169
CREG1,6.280883028,7.187765489,6.990434202,5.900380362,4.974368769,5.015032614,6.959956775,6.53340011,6.626033162,6.748002125,6.857483213,8.214327269,6.527912409,7.090065712,6.85285588,6.583926741,0.818464055
UBA7,10.84146669,8.152753896,8.397706782,8.455737049,9.238853457,9.03231808,13.21394907,13.041003,12.48064246,11.21141586,12.8494832,9.218781554,7.376318018,9.536254189,14.45608864,10.5001848,2.231576784
COMMD2,8.154648847,7.62029774,10.66443812,5.738805433,4.49734059,5.169682534,5.614522295,6.119255146,5.984026172,5.438622695,5.019622296,10.92151928,8.651369922,7.248378829,5.238583071,6.805407532,2.020236017
SDCCAG10,6.21474324,5.523714597,8.96452542,6.534518505,5.339543041,6.009163811,4.115261031,3.755463135,3.816480687,2.999284326,3.443079457,4.463667864,5.375576237,3.427349616,3.173585715,4.877063779,1.628453126
CDK5R1,3.189977587,3.489797022,3.500200036,2.336668742,2.283927391,2.769355796,3.187343654,3.599444802,2.997219143,3.459720358,3.450825565,4.372044972,3.516773872,2.914484972,3.67245054,3.249348963,0.535698831
RALGPS2,3.176082648,2.801612652,3.143352769,2.039904725,1.41911328,1.440646639,2.773140576,2.06987631,2.673588622,2.387807264,2.38539643,2.263591103,3.49195635,2.156479893,2.942585489,2.47767565,0.605093811
ASNSD1,1.67063054,1.482637185,1.665654724,2.327671389,2.060612548,2.028291338,1.579424787,1.826160725,1.712557446,1.600737834,1.704986486,2.429911325,2.369672068,1.893703071,1.870664669,1.881554409,0.301782285
LXN,11.99937943,12.30226404,17.25177114,9.246481363,7.791083836,7.924584255,8.876510537,8.589428235,8.929189674,7.495954296,8.475311681,11.27033098,9.288313437,7.947203748,8.182746038,9.704703513,2.576857057
NFKB2,5.44995407,6.850314508,5.915565855,4.327401197,4.757040939,4.507562441,6.525949685,5.915938808,6.107147046,5.640556508,6.247229535,6.751205237,5.991033464,6.595342193,9.853624088,6.095724372,1.30164466
MRPL17,6.88587386,8.318028942,7.800431073,10.48098936,10.53348913,10.07835917,7.0726838,8.309825452,7.147959896,8.359939906,7.23867247,8.527676911,6.547357344,6.587229797,8.322222476,8.147382639,1.331736011
CCND1,2.275475676,3.309251563,2.483315115,4.797914,5.916473103,5.375646412,2.887714636,3.776113865,3.550634653,3.755013552,4.162730201,3.598665814,3.816460974,4.048736096,3.830119768,3.838951029,0.977097034
MAPK8IP3,3.822184234,4.561691103,3.828197897,3.672924776,4.212529297,3.957659621,5.813760496,5.48516288,4.73693312,5.570057621,5.232822251,2.817759775,2.514081177,3.305920433,4.741494769,4.28487863,0.999066672
C21orf59,2.819644139,3.589226452,3.116635732,2.247698713,2.950888956,3.203838709,1.302152935,1.947618538,1.698324513,1.916800545,1.707187809,1.910245481,1.545751192,1.261922994,2.235131328,2.230204536,0.734459889
R3HDM1,9.205844647,9.230275854,9.25790191,7.590429841,5.54488805,6.137658446,8.826834122,8.393698088,9.978993222,9.277937739,9.402794886,9.779492809,13.53327215,13.27450824,8.885694055,9.221348271,2.114285316
HSH2D,4.178643198,5.365686295,6.89660339,3.260235336,3.654286009,3.485442881,6.610594102,6.285294652,6.648395214,5.772185762,5.761981026,6.22779733,5.852748926,5.216076612,8.993161275,5.613942134,1.517751526
C22orf28,3.930585556,3.297362251,3.728483366,5.0393197,5.547059888,5.333598576,3.619166744,3.405148562,3.030558422,2.468137313,3.483974685,3.33619386,2.013689591,2.360999922,3.828638344,3.628194452,1.031782513
KLHL6,4.140692665,2.897839253,4.395621157,4.854375365,4.723418934,5.076691111,2.917627968,3.109946056,2.905309876,3.031457899,2.964276473,2.552538723,2.555336684,3.189405596,3.247995911,3.504168911,0.873970259
TXNDC5,8.595394418,7.048098256,8.413868959,6.379522047,5.285692897,5.791286125,8.359667236,8.912710974,8.24380298,7.41499152,8.299180384,8.65346687,8.351220066,7.354311675,10.24571262,7.823261802,1.290052063
NUP153,4.014170111,3.108187216,2.970528952,2.897593893,2.401410799,2.731162282,3.94123236,3.983565949,4.000597688,4.13622981,4.496715935,3.474801051,5.957848037,4.230885734,3.161601836,3.700435444,0.887380791
HSD17B10,10.3192941,10.64557078,12.91849213,16.61150209,18.70142346,17.83748267,9.497074412,13.15508528,9.825054893,8.427724118,8.979710057,8.322306862,4.978423808,5.986972179,8.6368676,10.9895323,4.096567458
GBAP,4.744910679,4.08042788,5.232560665,4.760721032,5.066656363,4.500884429,6.196271427,6.168222611,5.759639794,6.184739837,6.181900423,5.412884358,5.710368212,7.178629683,7.132497467,5.620754324,0.911747581
NUDT14,6.728970348,7.094505167,6.066307288,8.925555177,9.185582797,9.319864472,6.26701362,7.495634292,6.869158957,6.812069985,5.758916764,4.802859526,5.911377881,4.88337562,6.601547652,6.848182636,1.401575217
CALM3,13.79680565,15.38226284,12.59379079,9.698885482,11.32223753,10.74248664,14.14282649,14.13905154,13.1415382,13.82971152,13.48855763,12.31655484,11.5334737,12.95530072,15.73001319,12.98756645,1.667007014
ICAM3,15.54578138,16.72406394,19.91202658,27.59586618,30.89932307,27.39580715,20.55588458,23.78052704,18.75819957,17.56682521,18.52037414,16.67587339,12.05785061,12.15328537,15.72561502,19.59115355,5.590071323
SGSM3,9.572097187,8.686521925,7.687942723,8.000271418,9.666916388,8.592190558,11.87256041,11.68087487,12.14247144,11.20093885,10.7550667,8.704422297,6.831643325,8.420914028,9.606595978,9.56142854,1.64230279
TRGV3,9.798745648,7.672071837,9.648043022,6.935772978,3.894677121,4.095730122,9.911779731,13.57965038,10.07279614,11.66028887,10.37023882,13.05728782,11.91987925,12.58724001,12.74835752,9.863503951,3.045252234
ATP2B1,4.011600048,4.559327988,4.049711922,4.686679877,3.787637891,4.000125264,3.026744624,2.736234916,3.250019135,3.123978525,3.332073854,4.054929623,4.962790842,3.42672822,3.318669758,3.755150166,0.653342085
PLD4,8.778776097,8.514468749,7.506636456,7.793607677,9.774484293,8.317463317,12.73395138,11.59353321,10.50951393,11.55480596,10.99382095,6.480343831,6.854991623,8.503097685,11.84365586,9.450210068,1.977161698
PLEKHG2,3.96346086,5.651013307,5.072984983,3.653721637,3.627659208,3.209227132,6.499179283,5.848198927,6.415492611,5.39647073,5.186538584,4.712222981,4.211988922,4.146508842,6.414408721,4.933938448,1.099873693
LRRC40,13.32056656,11.19288131,12.30381167,8.587219088,7.3839819,8.621218586,10.40096051,9.631997398,11.42182705,9.254518375,9.777435865,11.29965223,13.04487556,12.14287156,7.891942483,10.41838401,1.866830212
SMYD5,5.867211657,5.665082288,7.399281397,5.607006621,4.955595131,4.471404471,8.873536406,9.947594254,8.841828295,6.930343545,8.689837496,7.602199404,8.065091836,7.783430075,7.677215258,7.225110542,1.603544487
HERPUD2,5.281251165,5.401286043,6.509910161,3.960742425,3.643863558,3.762788276,5.209994233,4.892873527,4.808477819,4.147987809,4.534182906,6.753751065,7.089719611,6.362801084,6.641646583,5.266751751,1.162891564
NAP1L4,2.53777437,2.738472173,2.339488449,3.690535111,4.124654724,4.387460076,3.497877654,2.936850886,2.557685085,3.166844127,3.095906681,2.544306627,2.479610701,2.554825613,2.515322852,3.011174342,0.642499887
WDR13,5.404590322,5.89877401,6.404304839,8.717294323,10.71466267,8.734537291,7.708292193,6.987153182,7.01291549,6.268063199,7.902439087,5.444309767,5.240974785,4.835760093,6.985177916,6.950616611,1.60096788
HTT,8.039789176,6.439585606,7.069317814,7.109897761,5.709072426,6.033078886,8.813172406,8.781183858,8.820186491,8.411650454,9.009217063,6.190250467,7.752286486,9.97787739,7.035910716,7.679498467,1.281222575
PSPH,10.7433221,8.826724739,9.077284226,6.783612346,6.640444066,6.331639693,6.506287391,7.275599978,7.054930032,6.267270836,7.888453258,9.057611111,7.62472004,5.922295602,8.009243632,7.60062927,1.345070213
IFIT1,6.026873659,7.036146189,7.054005194,4.872743331,4.479381848,4.242390178,6.527328914,5.302369817,5.627036845,5.337196919,5.901875896,8.747606765,8.32582844,6.403162208,9.192070228,6.338401095,1.507201105
UCHL3,9.141064904,12.63520951,11.80612989,10.23388184,9.76523662,10.78421743,7.190669968,7.759770516,7.796203685,8.068823142,7.727872243,9.725554257,8.513863526,11.65366612,9.146861688,9.463268356,1.685100069
TMC6,4.628941986,5.21250747,5.022109676,4.46401324,4.562381348,4.440573157,8.025790692,7.43176814,8.075780333,5.614374102,6.392008939,6.088467704,5.336176071,5.02819551,8.167418716,5.899367139,1.389186584
TNXB,6.353051072,5.035683832,5.200768328,4.877888751,5.225432922,4.749136045,6.284350659,7.101198014,6.608579754,6.852545089,6.705570418,5.494272168,5.181137532,6.546235641,6.333386135,5.903282424,0.810691794
SCARB1,5.155825075,6.34702735,6.299428824,6.139990138,5.531572166,5.039569515,8.406348049,8.696566981,8.322711488,7.441030618,7.237415359,5.624740599,5.618812219,6.556374332,7.417424153,6.655655791,1.204319731
RUNX3,2.882688335,2.614161731,2.315275523,1.848253713,2.074408645,1.831844313,2.689502725,3.892910867,2.936061264,3.11822218,3.175283146,2.546175476,2.993631162,3.198322067,3.793027152,2.793984553,0.618718727
MDM2,3.992356443,5.456463868,4.354710952,2.707039091,2.554184303,2.950367885,2.832059696,2.818762042,2.902425632,3.547046949,3.314443298,3.380542226,4.047539388,3.164951558,2.303584096,3.355098495,0.822578998
NUP93,3.643018552,4.228847016,5.082482966,6.476462483,6.719877838,6.695650664,5.286455925,4.572611486,4.372512509,4.339910424,4.486779917,5.758091015,4.378233535,5.327231997,5.921197438,5.152624251,0.977649207
TBC1D10B,1.756502482,2.706223702,2.781256593,1.626235572,1.882319825,1.522127347,3.354477528,3.151004642,3.613839274,2.861883642,3.041475009,3.5719125,2.736535298,2.578531026,3.712365056,2.726445966,0.732225409
PRPF38A,3.578837581,2.563984649,3.049271771,3.889835189,3.706547004,4.132606545,2.375430495,2.790203852,2.29121693,2.573006784,2.60347096,2.903172137,2.71566707,2.355306643,3.065545505,2.972940208,0.590193641
HARS,4.469384312,3.750712315,3.987102389,5.723318699,5.4880523,5.150460657,4.177251277,3.635943089,3.566802575,3.125509039,3.009914019,3.410668154,2.64476643,2.405997694,4.09692787,3.909520721,0.981920498
ZNF767,2.14176305,1.469174503,1.937620223,1.638896715,1.339688494,1.157227871,2.519102819,2.488531501,2.277821755,2.328608619,2.402428295,1.286956179,2.587971109,2.333221059,1.396400981,1.953694211,0.516515071
ALG6,7.440081756,6.164756271,9.165399779,12.22777583,9.579512053,10.27560231,6.491349633,5.646761202,6.328385989,4.951171915,4.817734055,7.377052569,8.296633029,4.247169745,4.490376121,7.166650817,2.34638788
ZZZ3,5.908650418,4.658280904,6.052667498,3.981826393,3.319165434,3.745565227,4.995708401,4.767168551,4.690235057,5.053520727,4.975840924,7.197088606,8.951032452,7.215897844,5.16059219,5.378216042,1.484870965
TP53I3,10.94571129,7.76467559,9.733027783,15.05729782,15.32607153,13.63542519,8.376765986,10.37799138,7.602493548,7.798689682,7.03020232,7.457798883,6.7852756,6.92725576,6.725785448,9.436297854,3.017878624
CDC40,4.611371602,3.375503344,3.529680285,4.158914393,3.553499879,3.956361279,2.531228159,2.162307563,2.675633584,2.28582247,2.865103093,2.692599562,2.761926359,2.773394013,2.073428872,3.067118297,0.762073083
FAM171B,12.07455268,10.37869963,9.31440815,7.37678963,6.329207736,5.909844277,9.46778849,8.549413312,11.28724173,9.591709324,9.921128182,10.6059999,12.53797022,10.84431132,8.323699207,9.500850918,1.942274669
CASP8,1.99325639,1.604753723,2.078981355,1.033766488,0.937468669,0.597866594,1.302178163,1.616925819,1.621028717,1.779765595,1.828437852,2.237648273,2.316605305,2.332755574,2.020363495,1.686786801,0.523902755
EXT1,2.778014684,3.285958908,3.419312432,2.501130995,2.47375306,2.711142676,3.633823543,3.411839209,3.370817294,3.935994141,3.380125034,3.827012832,3.327789414,3.303009905,4.954656088,3.354292014,0.624876903
NAGLU,5.689499655,4.861876155,5.732087809,4.565742764,5.427745749,5.01123761,6.693132438,6.48837411,6.289667011,6.577702215,7.145069479,6.470380692,5.377244883,5.500341347,7.575089782,5.960346113,0.86971128
CYP7B1,14.5840783,19.97937327,16.99330748,12.05097839,10.1484278,10.94611743,18.3258474,15.36114309,18.82867349,20.30830914,21.78082492,24.33375079,24.39861499,24.76599234,13.96750713,17.78486306,4.878367764
RPS24,48.34557348,55.3704509,53.56704386,37.88679548,29.49784839,27.29792449,17.73080266,21.95142252,32.09938512,21.05189765,27.51615025,13.93657855,10.35579022,16.34734147,2.907200341,27.72414703,15.57926585
TIMM23,3.508653204,5.963869119,7.729886529,6.909647921,6.294401188,6.333219488,2.798720329,2.925521081,2.863902133,3.140463359,2.264074713,4.574498612,3.283337928,1.831076373,3.472591538,4.259590901,1.883011743
CRTC2,4.399189668,3.930313566,4.911520692,3.327378286,3.435311632,3.132917502,5.266685945,5.685694589,4.959033127,4.29210906,4.688560034,5.578491995,5.650776598,4.986128584,6.802118905,4.736415346,1.012417796
C6orf150,5.921135374,5.914376322,6.408229229,4.368640111,3.374922198,4.010080641,3.135204189,4.047073725,4.423446438,3.76381097,4.065580438,8.291030875,9.849574531,5.649437024,4.919026579,5.20943791,1.869415218
SMC3,1.55835696,2.062025663,2.075545107,1.612242839,1.181935242,1.663220024,1.005207702,0.590704759,1.014187026,0.864168386,0.853420678,0.943412614,0.965491015,0.626150055,0.387069853,1.160209195,0.520081235
C10orf76,10.64012384,13.42593258,11.83073731,7.386312771,8.007801077,7.997046337,11.43982469,11.27183808,12.26596655,14.30956989,15.91082072,16.63910825,15.46095988,17.0281623,15.45898854,12.60487952,3.20669368
FRAG1,13.63228007,13.10543128,11.50651183,15.12585594,18.01165584,16.45617256,15.71364061,17.05838939,16.20277226,17.00916679,16.8287043,12.34429785,12.5463589,15.18250746,12.40195194,14.87504647,2.105549625
C14orf119,3.934416387,4.759256178,5.772906321,6.203631418,6.380732671,6.974791764,3.551982771,4.030217355,2.774926525,3.84879838,3.734347364,5.449106333,4.305983274,3.804001847,5.951611365,4.765113997,1.257913522
EAPP,2.399289095,4.817600727,4.994800937,5.838617945,5.744559235,6.111336675,1.908800247,2.360838859,2.55831833,2.599030299,2.247330132,2.58663294,3.676468708,2.448149222,3.649304297,3.596071843,1.499076813
MESDC2,2.373457801,2.863419001,2.607738875,4.070825084,4.190932427,3.36070442,1.289046115,1.984351459,1.662109446,1.654697612,2.465403194,2.373643875,1.902112925,2.380194203,2.282539958,2.49741176,0.83718589
RNF40,3.693277701,3.91889725,4.255353489,2.546567506,2.834668601,2.65697385,4.025286025,3.561757484,3.543376578,3.102541666,3.215959411,2.890316274,2.090100212,2.507945887,5.290695102,3.342247802,0.825619304
NOL7,2.171315431,1.753628458,2.271993098,1.762056279,1.718066717,1.732476531,1.040202265,1.448409011,1.109350239,0.841676082,1.196639087,1.541607997,1.248101513,1.250974003,1.116587431,1.48020561,0.417617739
DOCK8,7.658699491,9.5660143,8.205411054,8.325772517,8.134131317,8.440579919,11.28479144,9.779941392,10.94267351,12.14975546,11.58664681,10.85107968,11.69787559,11.76585398,11.7749413,10.14427785,1.623423503
KIAA0368,4.713599767,5.661944306,5.460708094,8.736193327,6.994399508,7.931343492,5.695507966,5.252338465,5.759541378,5.971577589,6.40901131,6.149687475,7.835041828,6.517462439,5.150585694,6.282596176,1.14406526
BET1L,2.794759698,2.754546835,3.128519352,2.811015143,2.901065089,3.09397573,4.520568522,4.196225465,4.021865951,3.658907263,3.443629361,4.81390878,4.349202223,3.547594549,7.767150004,3.853528931,1.276154906
SLC24A6,4.477628253,4.796384411,4.80500989,4.078565567,4.850507476,4.802396515,5.731685749,5.613196107,5.40800278,5.586634373,5.896816831,6.506793167,6.575444557,5.943772177,7.375391146,5.4965486,0.889473435
PHF11,3.33004696,4.447348888,4.453157763,6.64028269,6.352931056,7.42488962,4.61005056,5.058735844,5.147778403,4.506199557,4.051589219,3.954373983,5.350838023,4.568242635,3.703651359,4.906674437,1.136021361
RHOBTB2,4.916402307,4.024739855,4.456730051,3.283841772,3.59891731,3.059492231,4.965653491,5.391743066,5.182045318,4.291735322,4.541473873,4.708741263,4.682109971,4.191118724,6.80489971,4.539976284,0.916134875
ZNF81,6.847517468,8.55320114,9.365771817,7.004856388,4.570354362,6.223191365,12.00140477,9.205445361,12.28121009,12.21517878,12.06946675,10.80783762,16.93802745,13.13644333,8.78793267,10.00052262,3.210202626
HINT3,10.22506575,11.79998208,13.92994959,5.958911793,6.568751487,5.928062482,8.69507925,9.330470508,9.838990124,7.738478961,6.572178472,9.150025369,13.85624008,8.363059366,9.179236082,9.14229876,2.540705476
TTYH3,6.305433769,6.269228498,6.582161212,5.386447096,5.959414991,4.981535185,6.742847816,8.110933075,7.917068954,6.872323891,7.643587204,6.880543137,6.183230316,7.02342788,6.960620373,6.654586893,0.862606457
PMPCA,2.621570614,2.91663245,2.410609672,3.705148527,4.409703613,4.286843061,3.210838457,3.653586906,3.092263394,3.277049828,3.890542533,2.844569262,2.324588592,2.424803119,4.078106544,3.276457105,0.697702558
FAR2,15.48197585,16.50749286,17.09658531,17.36019573,15.09789905,15.94812589,19.87576695,18.33638988,19.64057719,21.05244087,19.59049163,18.30055863,16.6698311,19.85396758,14.32717184,17.67596469,2.032023699
FAM113A,8.980326656,9.346205234,8.207856089,9.339899551,9.729797604,8.133599271,15.00037355,14.32050578,14.15949919,11.21525829,11.54335031,9.567865251,9.661268645,10.84012295,10.86793111,10.72759063,2.192872307
BXDC2,5.227784408,5.215680833,4.886689512,4.748982163,4.236256343,4.698826595,3.340745485,3.873263907,4.095941888,3.209380203,3.858532446,5.929330784,5.675505254,4.259271255,4.189603877,4.49638633,0.798144917
ACLY,6.660280731,8.309194579,7.269336592,6.519804696,6.669831,6.656152177,9.277571222,8.205201148,8.578167746,8.565409239,8.479149795,7.827139392,6.919541241,8.790842709,10.43911651,7.944449252,1.148729848
