SYMBOL,GM07029-A1,GM07029-A2,GM07029-A3,GM10835A1,GM10835A2,GM10835A3,GM12813-A1,GM12813-A1dup,GM12813-A2,GM12813-A2dup,GM12813-A3dup,GM07019,GM12812,GM12814,GM12815,Average,Stdev
DBNDD1,11.73716288,9.771665512,9.143669091,8.277889864,8.991900781,9.91899756,7.162441235,10.76086741,10.58601699,13.42742649,12.20794398,6.354736745,7.81184851,10.2165486,10.28033102,9.776629778,1.905649924
PRTN3,6.739905668,6.591300275,3.980948642,5.880078775,6.584221083,6.545868032,4.717530259,5.96481227,5.118802493,6.275642432,5.452212999,4.085074344,4.392476328,5.685923399,5.413990216,5.561919148,0.935042359
CCDC120,4.765286009,5.831887366,3.767263748,4.346342612,4.985851312,4.996766409,4.427816405,5.366701037,5.333658299,5.684255615,5.344522703,4.082744668,4.905432088,5.023403085,3.767113052,4.841936294,0.646442688
KIF14,9.89810984,8.217181745,10.49465845,10.52553301,6.491291544,8.739096733,8.372327506,8.303676767,9.341153609,7.777388676,8.631715461,8.170914612,13.85975487,9.644068224,4.634916041,8.873452473,2.044175583
CRIM1,6.127359735,5.794183363,6.11439668,6.531133536,5.818656243,5.551737643,6.079573919,5.480492329,5.600429207,5.605225575,6.023326144,6.370946323,7.065345117,6.9570164,5.852846222,6.064844562,0.487477976
DCUN1D4,6.010204292,5.193748299,6.572066219,6.530827671,4.564862712,4.599274103,5.981370632,4.79907198,6.328068869,5.215866793,6.132524326,6.924280498,10.2257114,8.061382076,4.40870089,6.103197384,1.530550377
C10orf57,13.99380893,16.66496966,17.89606448,14.22865084,14.28344479,15.59051188,15.06085355,14.43069009,16.729269,18.93729847,14.65043332,15.93623347,13.88867752,15.86380615,14.44702992,15.5067828,1.50908319
NES,8.099619221,7.009611817,4.92444822,7.006057918,8.318459281,7.129263434,5.867233377,6.402906022,6.888854343,6.453969802,7.759660364,5.259301273,5.107303047,8.146468845,5.887480593,6.684042504,1.116963525
FLJ14082,4.592673687,4.324503408,5.121639309,4.966490683,6.145031033,4.304513302,5.129346312,5.130141691,5.627657654,4.514495478,5.289520656,5.713216302,5.875259003,5.618765952,4.394440835,5.11651302,0.597661231
ADH5,10.64417613,8.343708148,6.372188405,8.382566246,9.29278624,8.516517366,6.194713944,8.128433268,7.511506397,7.070534935,9.341207089,6.119364949,5.071319087,5.697336818,5.401771492,7.472542034,1.647829046
MTO1,5.001706781,3.640646592,6.323735014,4.544139277,4.166559159,4.526425113,4.654136132,4.271342905,4.252328933,3.884618538,4.444043418,4.984779388,6.062515326,3.274564147,4.747890037,4.585295384,0.805327056
RHBDD2,5.576383084,4.760566444,4.786215439,4.608323877,5.808356713,5.161841657,5.770104421,5.769055494,5.93786521,4.706218659,5.201672182,8.465427831,6.872685056,6.414331823,12.29207506,6.142074863,1.974573703
ALX4,5.031199757,6.316173291,4.640633337,4.990853842,5.640360242,5.869040643,6.098791123,5.38248291,5.312621109,5.868072767,6.207420993,5.060712583,3.921343668,5.04808022,4.544754238,5.328836048,0.67851403
CD33,7.377910405,8.870647552,6.780721851,8.850289783,7.800286594,7.89271181,7.712701737,7.115749925,6.967475511,8.920792185,6.555787693,6.077139504,7.564069775,9.168341019,10.02742749,7.845470189,1.110820873
COL5A3,7.264485795,6.519387991,4.880774674,6.398344103,7.544651361,7.022275472,5.245327921,6.552449203,5.556795051,6.849477844,7.26916943,4.825464565,4.856072195,5.066170957,5.017200088,6.057869777,1.020867764
ZNF341,4.734546883,5.419674593,3.722871874,4.676518417,5.311203718,5.227065239,4.14491827,5.158336626,5.029247314,5.724110707,5.66807342,5.372166493,5.696558898,5.218928658,4.47072961,5.038330048,0.584817759
SKI,3.05802875,3.001049136,2.912896358,3.034700237,3.514613684,3.062687883,2.763047296,3.599610872,3.088137613,3.336692212,3.194926434,2.416871344,1.8617964,2.573930235,2.554215426,2.931546925,0.447312692
CROCC,7.258957058,3.79959928,5.892304743,6.49064188,6.995134283,6.252925285,4.7238334,6.185783164,4.965272091,7.253509527,5.698055414,4.867443362,4.508912032,5.69739129,5.066807368,5.710438012,1.046774593
WDR53,2.194788851,1.464581838,1.986955962,2.197787496,1.610199932,2.080031563,1.331673748,2.074484676,1.776054967,1.315586313,1.924424011,3.083896534,3.449588997,2.269126017,2.888106947,2.10981919,0.624222175
H2AFY,5.525853641,4.870232519,7.088343745,6.622811408,6.006807497,5.640282917,6.248061186,5.285451631,5.95930107,4.854040542,5.019109292,4.755506179,5.870281692,4.725711971,4.01178814,5.498905562,0.820631793
UNG,3.600952694,4.655483712,5.094852103,3.796761307,4.3119861,4.158940815,4.651101399,4.070140443,3.766446106,3.777858575,3.781380755,4.154102721,3.398507298,4.22603338,5.611217561,4.203717665,0.594149122
SRP54,9.420584013,15.69093126,12.30808402,11.31801512,10.2082799,13.07344161,9.791176786,9.716502034,12.05054968,11.21225382,10.92893825,11.19753611,10.17951732,10.81122448,9.070292824,11.13182182,1.684189702
WFIKKN2,7.331236135,7.117081737,5.187257427,6.67539372,9.588116657,7.975408762,4.697622675,7.014748981,6.806140741,9.527834998,7.784805228,4.812240823,6.023947823,6.772979678,6.148596787,6.897560811,1.460606447
ZNF334,4.23607123,5.232466598,6.593258804,5.358975275,4.201207816,6.238307013,6.966390897,4.975451712,6.176136567,5.452850549,6.235209833,7.631686974,9.94175381,6.174896011,7.251035921,6.177713267,1.450294803
DDEFL1,5.648500019,5.655682729,4.30829741,5.631944803,6.430210861,4.999787658,5.292524365,5.057184101,4.768926855,5.274462689,5.663158303,4.357454681,4.067361074,4.692930942,4.758360842,5.107119155,0.637762217
C9orf72,2.971953932,4.266726666,5.37804522,5.120775056,4.096274512,5.029291042,4.857156804,3.466932744,4.162391732,4.195773232,3.875609217,6.994296623,7.836007855,4.392576723,6.539054867,4.878857748,1.340222431
GNE,2.933437233,3.585905541,3.956887613,3.371899693,3.224068391,3.236829077,3.244794074,3.373417232,3.632722544,4.073878954,3.551341501,5.788525526,7.191931981,4.271912438,4.183686014,3.974749187,1.12376447
SLC35E4,7.44537347,7.860258385,5.272198587,6.464556222,4.71611794,6.941598939,7.530512426,5.255211487,7.866600885,6.712712051,8.222915313,6.403499391,4.636869056,5.566294936,4.200804086,6.339701545,1.319523981
DGKH,4.051805576,6.024434443,6.812659024,8.052378581,5.539172919,6.387605428,6.507174123,4.060727627,5.885535108,5.959123804,6.066240135,6.80412937,11.83377642,8.92831554,4.340731443,6.483587303,1.992278302
TUBB4,6.530402046,7.619049197,4.974951902,6.781158401,7.998433466,6.570627998,5.916522827,6.284685813,7.593341574,8.206851441,7.990755085,6.267963956,5.134526464,5.99265295,8.446787847,6.820580731,1.103577464
SIGLEC1,6.784602242,6.917515319,4.449612935,5.971082241,6.450310349,6.729912531,4.473469671,5.335053328,5.516528607,6.436179716,6.21785902,4.824178373,4.354814027,5.836846003,4.935018769,5.682198875,0.909335164
RABIF,4.767846366,3.676696428,4.499918236,4.348071598,3.760894479,3.499417859,4.024920655,4.80518282,3.566754234,4.089385432,4.929261537,5.226378204,5.914006919,3.807706432,6.240990161,4.477162091,0.840590061
RAP2B,5.202431637,4.116240974,6.893956403,5.552769755,5.092777261,4.557376952,6.262001699,5.887925978,5.773499471,5.03131066,5.664386703,6.904252589,6.952954527,5.510362094,5.21870427,5.641396732,0.841706292
SHPRH,6.055486572,4.639648989,6.929632635,6.93116349,4.669381229,5.695748229,5.901162658,4.584338548,5.469968255,4.515000419,5.270857989,4.899006973,7.231393884,5.385822031,3.223413165,5.426801671,1.081220333
MLL3,5.513531294,4.141474694,5.413395254,5.552252009,3.903943462,4.260161008,5.135354899,3.998886176,4.150500548,4.35498849,4.623350255,3.899675397,7.399154939,7.336141795,3.882537816,4.904356536,1.16683906
MYO15A,6.472331422,6.553588438,4.816359737,5.912206863,6.51541692,6.482445747,5.061203481,5.809474495,5.406398259,6.299070436,6.162364353,4.796546952,4.818993612,5.561641403,5.341077406,5.733941302,0.66708796
SMCHD1,3.978256415,4.341331648,5.050671978,5.336144936,4.394721613,4.740821834,5.544090648,3.16354166,4.523704888,4.191605779,3.8236102,4.629000185,6.771436001,6.596347094,3.806159014,4.72609626,1.002982095
SH3BGRL3,5.100974352,7.763927874,8.714573525,7.372953208,8.946843658,8.110112268,7.822738802,9.741443625,8.799968127,7.402199731,6.817729172,9.092287002,7.413333974,8.790712964,11.74776703,8.242504354,1.489433581
HSPG2,7.081157355,5.515335565,4.822338329,6.262745902,6.579528844,5.980788492,5.846564179,6.420107861,5.923150102,6.595701611,6.289472402,4.717600995,4.970231055,6.256085278,5.181217735,5.896135047,0.713125726
C1orf212,3.013796746,2.462226627,1.92174443,2.794974007,2.753551383,2.311842585,1.858431198,3.679186348,1.800423396,1.776441887,1.985611186,3.059100869,3.348091997,2.292808071,3.043203014,2.540095583,0.610144139
TMEM169,4.089068927,4.844159379,3.324473276,6.20931635,5.231246633,3.444226388,3.650526377,5.805535232,4.613873255,5.983702231,4.556880882,4.264590656,3.918486672,4.264986118,3.871135777,4.53814721,0.914422788
WDR19,7.60342118,5.16068012,8.312024233,7.427003706,5.498623208,5.441832954,8.339862349,6.211064181,7.418576771,6.797890073,6.401235235,9.060221749,8.720210122,8.006896372,6.689635536,7.139278519,1.234851688
MTHFD1L,5.102057743,4.065355571,6.468219861,5.676314945,5.584056554,6.068889477,6.532499575,5.456017314,5.703486506,5.111546022,5.39583009,5.360709621,6.002810153,5.414320275,4.93306639,5.525012006,0.619823427
CHRNA4,6.44695057,7.708564824,5.177545708,6.566134946,8.007092537,6.882186036,5.701688465,6.740000182,6.543358467,7.332930184,6.277897085,5.02337614,3.944751119,6.258095025,4.553976705,6.210969866,1.14567957
INADL,3.720839825,2.538827685,3.721730763,3.780898426,3.269933968,3.332363114,3.186475051,2.883993487,3.154003083,3.078633964,3.291814322,2.181987589,2.923238819,2.988658829,2.597920561,3.110087966,0.452346752
TMEM37,4.962009412,4.310822626,4.316600236,4.873929917,5.86913718,4.710982977,3.751749199,5.243403426,4.826233251,5.789491762,5.614765292,4.297892824,3.936250261,4.485310123,3.998340076,4.732461237,0.669016502
TMTC2,3.55785113,4.12899389,6.302370947,4.406755021,4.050948437,4.174446593,5.816538523,4.333798583,5.007125777,4.456423024,4.809326736,5.181857408,8.190473663,7.748446898,4.757279325,5.12817573,1.349334947
RAB15,7.218688728,9.021189862,7.411365929,7.147818467,7.538697638,7.711952202,8.635547927,8.251677432,7.187612713,8.063521781,7.848122259,6.525466517,6.690447691,7.965779863,7.112473576,7.622024172,0.692364121
SORD,11.14788076,10.67711798,6.317396652,9.174511559,11.75403754,10.37089856,7.504731475,12.17359917,12.03045867,13.97152305,11.07490826,8.65683534,8.825653051,8.962996771,12.53670207,10.34528339,2.072619472
SNRPD1,3.114431511,5.922228968,7.369024403,5.967441112,4.145513416,4.837169219,4.136745348,4.313168087,3.991682325,4.365807525,4.478396403,6.416472793,5.033402142,2.141754707,3.641726642,4.658330973,1.333352226
UHRF1,0.388549098,0.868269035,1.449476019,0.690309029,1.933619009,1.093939921,1.781229831,1.871624619,0.712154307,1.379065676,0.811068695,0.923135341,0.856542022,0.823619769,1.822293345,1.160326381,0.503567173
SYT5,5.546520075,5.678578229,3.579891921,4.784963097,6.241179435,5.940818545,4.350634801,4.313091024,4.666322053,6.382904473,4.897601305,4.143844127,3.790559917,4.224679815,3.501624391,4.802880881,0.949988592
TTC28,5.716748657,6.102480451,3.366678702,4.09645404,4.833303699,4.57530825,5.444167594,5.063542599,5.199074213,5.492632862,4.820870147,5.198473385,4.405916936,4.102988594,4.469127276,4.859184494,0.71306935
C1orf127,5.903213836,5.211388563,3.518092308,5.211731943,5.501342462,5.860315062,4.002085283,5.109317036,5.537278272,5.16209511,5.053355156,4.281315764,3.814731623,5.59573757,3.802548689,4.904303245,0.801392271
CNNM2,3.087596887,3.830927665,3.614205955,3.911316845,3.264958694,3.998579014,3.255804721,3.790588011,3.41067431,3.452134581,3.345980249,3.442462619,3.870471599,3.946113341,2.804254782,3.535071285,0.353441527
ZNF770,1.152948196,1.827045996,1.05529972,1.297735041,1.063702876,0.984192269,1.578920415,1.087747041,1.199149273,1.193386775,1.377421102,1.600674175,2.08741531,2.057108232,1.147298248,1.380669644,0.365921515
LUC7L2,1.094432871,0.654091626,0.607955507,1.020719823,1.037530617,0.727111663,0.798061551,1.05337225,0.883436031,0.754373464,0.873500332,0.738881635,1.135291056,0.76028329,0.543621097,0.845510854,0.1863854
KANK3,7.669641309,7.597386866,5.29716622,6.75732571,8.356002978,7.924246611,6.56820951,7.93617666,6.870621637,8.052356081,7.412719324,5.677353321,4.82010521,5.557037035,7.037977705,6.902288412,1.110209306
KLHL34,7.517987566,7.789196173,5.760458778,6.039365685,7.801138169,6.71821961,7.257310375,7.555303641,6.638229488,8.067617035,7.918107706,5.735804923,5.417727686,7.458124441,5.978510756,6.910206802,0.917838004
CRB2,6.284072444,6.765111519,4.690689895,6.062918829,6.370496973,5.939733591,5.404470047,5.149190648,5.720262699,5.833375828,5.922989489,4.700109183,4.290237306,5.302608306,6.025917951,5.630812314,0.695457842
RPA1,5.636507207,5.991936991,6.650126274,6.964655279,6.521805639,6.874555777,8.572953781,4.609605326,5.88893484,5.929414254,5.062518721,5.173712846,5.443559466,6.604725005,7.385996752,6.220733877,1.018410056
OLFM2,6.409333266,5.634628111,4.377503064,5.067660109,6.920920601,7.854041969,4.806223672,5.520998929,7.331197747,6.93721678,5.256031339,5.57629049,6.069251919,4.149997386,6.699183528,5.907365261,1.099150376
OTUD5,7.485343533,10.24642094,7.729352054,7.823513366,8.116210274,8.174917085,7.965705813,9.314476061,8.251270241,9.682131208,8.741416233,9.193179704,8.039580003,8.895786869,11.57350791,8.748854086,1.108960298
TBCE,7.193606617,7.359220286,11.94267879,9.164741872,6.611790541,7.816309207,10.36654644,9.258626353,9.134625631,7.862684822,8.844951963,8.576957327,8.677713778,7.925460857,7.973247418,8.580610793,1.332820518
DDX6,6.140312051,6.499611836,6.43917021,6.067551549,5.540006196,5.820674739,6.100172245,4.403740376,5.964764327,6.372339736,6.504017831,5.595926821,6.92409624,6.465555607,5.133956995,5.998126451,0.635071735
TNRC6A,2.767710045,3.543104635,3.598898781,3.719031322,2.72253859,3.332768264,3.043722745,2.449809849,2.97928268,3.31079363,3.122521086,3.851281483,5.582346828,4.408977694,3.180642634,3.440895351,0.771093627
ZBTB20,3.603315661,2.955918011,4.989231615,3.656431451,2.998326486,3.083775759,3.158016875,3.527832113,3.47133922,3.975325077,2.869481766,3.110440531,6.090463699,3.931326159,2.719352249,3.609371778,0.894196155
ZDHHC11,6.409333895,5.482905581,4.738170932,5.970418935,6.927639834,4.742487759,5.953757083,6.22273947,5.04268832,7.687029139,6.881879026,4.270789811,4.602029906,6.695420822,5.121389236,5.783245317,1.019704875
SHISA2,7.557521923,7.275221524,5.328015549,5.132787673,5.769558642,6.615198942,6.291650826,7.551702953,5.404095246,6.126643394,6.022809847,4.778661645,5.100182881,6.185270392,5.637495057,6.051787766,0.885542808
ARMC5,4.851429724,5.145099744,3.871836621,3.986092038,4.86993583,4.446904597,4.611151166,4.783388392,4.435381438,5.293643394,4.957796943,4.010565761,3.911507464,3.982319545,6.069991232,4.615136259,0.620725111
PPM1K,7.519293705,5.222089695,7.649265344,7.578186257,5.099176433,5.979216873,6.74358717,5.328224598,5.859188075,5.07229489,6.247177747,6.491468182,8.311301506,6.115365706,5.381919919,6.306517073,1.050561879
SNX18,6.534611725,6.303694915,6.15630483,5.416028263,6.289862365,5.475359065,6.275688824,6.533311799,5.297090925,5.440275447,7.785494708,3.980976177,4.085793446,5.456236553,5.572624057,5.773556873,0.960222376
MCM3,2.450698037,1.426906233,1.597470329,1.761896134,2.391251986,1.875272151,2.413942146,2.376613509,2.072949627,1.757447477,1.869688769,1.640579612,1.297732175,1.442485576,2.133736152,1.900577994,0.388774993
ANO5,9.519285969,15.41395702,11.81342021,12.56727002,9.001383437,11.67802754,12.36829164,9.235623366,15.2281189,14.53990732,15.12270237,17.45337105,21.89230284,18.37172318,9.598269169,13.58691027,3.759287573
C12orf44,3.818448474,4.066708397,5.410060801,4.474728647,5.100057656,4.688210117,4.976126041,5.306858795,4.899676011,4.294917477,4.592387124,4.698394262,3.198305136,3.952777926,5.188676433,4.577755553,0.619991707
CCNE1,2.38941915,3.444802243,3.241339014,2.879745511,3.223357101,3.276550211,2.690545887,2.865504044,2.728714486,2.915663575,3.061822943,5.549916386,4.056456604,3.494518541,4.292600045,3.340730383,0.791029768
PICK1,4.853317328,5.568211005,6.331515812,5.55832447,4.779554119,5.350377739,6.364134484,5.752505873,6.419166326,5.378772008,4.892324933,5.761993673,5.304900493,5.256882728,5.238377739,5.520690582,0.529572293
ADAMTS4,6.396939789,4.182765672,4.304644331,4.910491547,6.246140807,5.208945447,5.403129421,5.007317589,5.248394002,5.81163432,5.70123401,5.226314567,4.570110343,5.114520743,5.30938503,5.242797841,0.629212126
MYST3,2.85883213,3.3018595,3.165219016,3.665271716,2.885000715,2.922227258,3.205910607,2.572638841,2.5261725,2.999898688,3.209477597,3.521487848,4.679510214,4.092396194,2.96821371,3.238274436,0.568774258
APOBEC3G,7.451563568,12.1740883,11.30371441,8.740183517,10.10696197,9.420278072,8.533226878,9.533118344,8.34956579,8.743431037,9.61168817,10.33551152,8.331129257,9.83248412,13.99060582,9.763836718,1.683803082
TNFAIP8L2,5.224632822,4.192743078,4.536984602,5.580875281,6.324882657,5.009126522,6.887469213,6.247154214,4.060720573,5.4828501,3.718046393,5.182980317,3.857204311,4.689601258,6.212851328,5.147208178,0.980809247
SP5,6.690186111,5.218681881,4.852057285,4.990741305,6.606811347,6.668985019,7.385041791,5.506936874,5.604540292,6.086633711,6.960565562,3.955344057,3.663381089,5.718972518,5.288724529,5.679840225,1.074866912
ASB18,5.978160838,4.37015062,4.447011492,4.918675281,6.288719914,5.393272083,4.853181474,6.520864335,5.09574095,4.934615549,5.516979897,3.923629255,4.610745664,5.652608176,5.013125709,5.167832082,0.727536107
ZDHHC19,7.355989526,5.623275128,5.259785879,6.145681751,7.339714598,6.782182991,5.970984458,6.366546577,5.621538772,7.014155437,7.073949573,5.000471221,5.292641153,6.232991334,5.287370295,6.15781858,0.806432387
PDCD2,5.426910395,4.527891148,6.283803761,5.214567425,4.911370059,4.928641272,4.771858972,5.668125952,4.642605218,4.86333269,4.828915953,6.627430797,5.672778131,4.395847462,4.938846,5.180195016,0.641941535
ANUBL1,4.065580977,6.394333474,7.978343238,5.900582921,3.954463327,4.845000158,5.796141125,4.368661744,5.849822212,5.499115492,6.176684214,8.281896555,9.405125834,9.291061892,5.939072281,6.249725696,1.753531456
OAZ2,3.649316924,4.361896777,4.637404979,4.090637764,4.9829885,4.884978879,4.853176161,4.606996096,4.249995895,3.878389028,5.072929879,4.918747524,5.018640456,4.231214704,7.296365209,4.715578585,0.839350952
CHST4,9.318831768,8.700822208,7.470948772,9.051954079,7.128604537,7.853950803,7.955599627,8.00070378,7.260426993,7.21464797,8.651489143,9.164821717,7.183260838,7.875605432,9.252834073,8.138966783,0.815346169
GPR172B,7.280747186,6.617667868,5.589596015,5.51509806,6.732063984,7.066763369,4.260946228,6.452918345,5.61598439,6.925354841,5.885578293,5.788337316,5.793631415,5.569249784,6.027804197,6.074782753,0.780814409
TRPM4,5.37978109,5.945749267,4.398115311,5.08178821,6.018320627,6.178314392,4.420557626,5.162490598,4.772020915,6.327585368,5.328857983,4.413534883,4.922960086,5.642421521,5.100562393,5.272870685,0.642184424
SRRD,1.890982194,2.439824808,2.124818859,2.132474023,2.12348036,2.352157515,1.932677386,2.489416865,1.714024412,1.73120773,2.16309972,3.056651603,2.467384377,1.635481013,2.939785814,2.212897778,0.420337151
RP6-213H19.1,12.33792264,14.98412815,10.42154297,12.22146991,12.23884875,11.42178968,12.56298636,11.9601285,12.4514697,14.5784318,14.09275297,15.63872828,15.03175927,14.70670323,13.35193562,13.20003986,1.54656077
CAMK2N1,7.190308431,6.344389471,5.918975752,6.429187595,7.166255516,7.849300742,6.385223397,7.527222734,6.945415521,6.906329932,5.427383641,4.86945419,5.055264204,5.668290229,5.962125411,6.376341784,0.893941472
PHLDA3,11.27066795,8.341734737,8.9347355,9.759727436,8.383968402,8.180532527,9.018141736,11.67377734,10.51585621,11.09848099,7.770659991,6.836430614,6.868420966,8.555320524,13.41933114,9.375185737,1.878929617
ZDHHC3,8.556808077,9.523519736,9.177240518,8.348188492,7.76722415,7.956350402,9.778167646,9.970543522,8.754739716,6.326382275,8.503588127,8.572301651,8.124749629,8.265891673,8.191704288,8.521159993,0.896020716
HTR6,8.70546054,5.053046396,4.009568913,6.998550669,6.870126333,7.664796881,4.194978531,6.415968847,5.913138173,8.730604316,5.823386695,4.355220802,4.29439943,6.251179782,4.48475911,5.984345695,1.594625745
FAM136A,6.32496095,4.459879543,5.896701185,5.775554926,6.043754167,4.996659769,4.582271702,7.095153354,4.516259922,4.531396381,4.2127863,5.163719283,6.058857122,5.385042978,6.991057173,5.468936984,0.931271346
FHL2,5.185814301,3.034644864,3.782776783,3.212226064,4.120306441,3.758336532,3.747452551,4.771883998,4.298431114,4.860221792,3.66839232,3.095716279,3.117025999,2.961819998,4.129922034,3.849664738,0.708638802
MAMDC4,6.683367519,6.927503884,4.852018272,6.256951535,6.344230263,6.380695631,6.174527981,6.805539996,6.184633473,7.425438504,6.796384779,4.965263954,5.504892412,6.23442987,4.894931974,6.162054003,0.781579567
TALDO1,13.82540514,14.4415956,14.82694635,12.69378092,13.5817223,15.19656027,14.70230823,13.68367283,13.38203669,12.68181688,13.89211003,13.9910103,10.61173202,9.998541209,14.54185402,13.47007285,1.47648361
GOLT1B,3.535222409,4.394350243,6.27385905,5.977342613,4.308753814,4.707474286,4.94219055,2.67548246,5.265439255,3.704259657,4.182982098,7.582560115,7.62253684,4.537177377,5.143258743,4.990192634,1.395347816
ZNF385A,6.519325521,9.800571303,7.799084659,7.172731487,8.055735651,6.464010418,7.01783831,7.041679527,7.12851269,7.973621331,6.989071919,6.581020531,5.797201395,6.697035038,6.627893179,7.177688864,0.944534315
PUNC,6.703990007,6.469692775,4.416486598,5.882487711,7.404607455,5.721500424,4.812618805,5.302027714,5.085901005,6.677997651,5.783960991,4.774163218,4.175816247,5.852759656,5.264910553,5.621928054,0.917110123
DCUN1D3,2.723259346,3.946040721,3.896539299,3.549181016,3.374831273,3.835016908,3.685690569,3.58980866,4.261326833,3.944178759,3.65930347,4.832065902,5.641834877,4.150110708,4.406223573,3.966360794,0.669650071
GRAP2,5.085948109,7.431437106,5.72057192,4.330112603,6.101909664,5.233926763,5.958673123,5.442622051,4.777375101,5.855878666,7.55446615,7.872210646,6.572067084,8.654782541,8.126262037,6.314549571,1.323141798
LOC100129534,13.20333622,9.092307183,7.658274002,10.83651283,14.7992448,9.80727866,9.026545183,12.89478033,9.9634894,12.38899442,12.40188247,6.280502378,8.362683721,11.74578374,9.147074792,10.50724601,2.353945953
C1orf172,6.443559053,5.061174186,4.366176593,5.875110306,6.483961026,5.576072259,4.725979551,6.176532326,5.090237849,6.787748406,6.416874021,4.981777416,4.941184992,5.109872637,5.504474984,5.569382374,0.749647701
CLCC1,4.553628488,2.770535149,3.439309401,3.715549094,3.591231147,3.503498517,3.878682225,3.658999122,4.231100414,3.762284779,3.92692775,2.42793505,2.854578361,2.941567359,1.90934189,3.41101125,0.70427922
PI4K2B,6.953705419,6.685996702,5.839979021,8.229031089,5.990415443,6.404194493,6.825815221,6.293645212,6.525712982,5.5606039,5.935118532,7.018097854,7.627226629,5.767743869,6.330807667,6.532539602,0.725723175
LOC116349,5.818996519,3.950179129,3.495495242,4.607645202,5.414765597,5.030671666,4.745669513,3.923361698,5.348125889,4.641532552,5.047524941,2.946796412,4.123317395,3.02833607,4.177580543,4.419999891,0.859449922
MED23,6.454697628,5.267990395,5.741889664,7.230364768,5.615750066,6.268247271,7.016906438,5.798427765,6.299967445,5.65141805,6.382180251,6.789067629,7.965579582,7.024448494,5.507993032,6.334328565,0.759509015
GPR124,7.260889163,5.398569869,4.990120342,6.312584129,7.126616687,6.392629188,5.127949708,6.759088154,5.890876771,6.792239857,7.059457949,5.292028569,5.040975849,6.310002393,5.516119097,6.084676515,0.812178694
HDDC3,5.373855242,5.746038444,7.16743399,6.183610542,6.844326691,7.03877411,6.265963958,6.939838204,7.047789111,6.128888731,5.58396247,7.025898815,6.033818163,5.243358433,9.954929912,6.571899121,1.141686164
SPHK1,5.859752826,6.774665715,4.299545021,5.102807009,5.794472283,6.607955856,6.11596972,5.996470013,7.281739879,5.806964909,6.106566449,4.437597916,3.938273481,4.926379685,3.529389093,5.505236657,1.092493935
APCDD1,7.142295396,5.765052007,5.054369016,6.154925553,7.385572985,6.399798575,4.694712455,6.803610498,5.932076543,6.156637307,6.412785424,3.908597684,3.72763198,4.918823977,4.832087349,5.685931783,1.117970598
PTPRE,3.217431581,4.588606369,4.876802378,3.681875226,3.973657215,3.536613544,3.739447946,4.130152307,3.915737041,4.009291212,3.89317614,5.397643998,6.280608532,3.857057272,4.795368979,4.259564649,0.799317735
DUSP15,6.290669938,6.084721289,4.770175102,5.494010591,5.977201413,8.254755175,7.253171473,5.89408722,5.214185951,6.788581984,7.267160716,5.81235365,4.007574884,4.479834231,3.340443668,5.795261819,1.312893934
FAM3A,5.558455247,6.022351189,4.382947355,5.045119587,5.96110071,5.119635373,5.026787804,5.742439534,5.478981909,6.205346534,6.46797233,4.581979611,3.97716789,4.461040575,6.48034971,5.367445024,0.790327839
MYEOV2,6.263913879,5.833274947,5.906513094,6.603520591,7.331577267,6.559623038,5.666963488,8.404404789,6.365807677,4.254717168,5.707349125,4.581164285,5.137113495,4.406116006,5.220878681,5.882862502,1.115270452
LMBR1,4.882604128,4.445544557,4.854615935,5.0381093,4.799615137,4.847000286,5.134519448,4.582986238,4.610766393,4.397059556,4.804800917,3.775618403,4.463691049,4.463040392,2.737208692,4.522478695,0.593258668
FAM83A,6.691338718,3.885707189,3.471036248,4.606471587,6.333371438,5.775742156,4.420027742,4.660502966,4.637504486,6.752153663,5.55720555,3.871841083,3.186360278,4.768575587,4.985565377,4.906893605,1.115598491
ZNF586,4.385068965,4.979360498,5.128532489,4.465709149,4.441502245,4.261815245,4.604827522,3.952279152,4.671788464,5.678779963,4.450952249,4.340618797,6.365637151,4.545968031,4.57859742,4.723429156,0.609290617
CAPN2,9.610911638,6.670982829,9.878361723,8.893568091,7.674052042,7.61554687,11.68613545,9.921611188,9.045422074,7.502743267,8.442059853,8.841619043,7.76497001,8.491104449,9.211051752,8.750009352,1.247612855
RAB26,5.35963252,5.046169164,4.513152135,4.421368835,6.028446322,5.367531283,4.408386599,6.12770114,5.917995493,5.763416348,5.519764929,4.258392506,4.92685956,5.293772653,4.766475035,5.181270968,0.622021774
CEND1,8.788971907,6.326771071,5.496236907,6.522186017,6.832931506,6.209021682,5.778491245,8.163451233,7.235602533,7.439546264,8.726225065,6.035214727,5.07986906,6.326387751,6.48069928,6.76277375,1.113812196
NCOR2,3.313810673,4.141708466,3.347300193,3.529908113,3.940743482,3.838017318,3.903629557,4.053028937,3.29948081,3.973481372,4.225332985,1.839426512,1.695028708,2.539881753,3.121021792,3.384120045,0.798117944
COL4A2,6.608935315,6.574111913,4.618208495,5.693563994,6.408854732,6.69010968,4.880817725,5.680218849,5.489023483,6.158821299,6.000111343,4.987356737,4.359744302,5.880524014,4.984686079,5.667672531,0.760292238
SMOC1,5.793230752,6.070382696,3.725285787,5.246390761,6.171917171,6.294096825,4.858339456,5.733684123,5.453166129,6.483751058,5.399176828,4.612775562,4.632952392,4.939003502,5.100483195,5.367642416,0.751392245
