ID	Length	WT_03.Aligned.sortedByCoord.out	WT_04.Aligned.sortedByCoord.out	WT_05.Aligned.sortedByCoord.out	WT_08.Aligned.sortedByCoord.out	WT_09.Aligned.sortedByCoord.out	WT_10.Aligned.sortedByCoord.out	WT_13.Aligned.sortedByCoord.out	WT_14.Aligned.sortedByCoord.out	WT_15.Aligned.sortedByCoord.out	WT_18.Aligned.sortedByCoord.out	WT_19.Aligned.sortedByCoord.out	WT_20.Aligned.sortedByCoord.out	WT_23.Aligned.sortedByCoord.out	WT_24.Aligned.sortedByCoord.out	WT_25.Aligned.sortedByCoord.out	dBGLF5_02.Aligned.sortedByCoord.out	dBGLF5_03.Aligned.sortedByCoord.out	dBGLF5_04.Aligned.sortedByCoord.out	dBGLF5_06.Aligned.sortedByCoord.out	dBGLF5_07.Aligned.sortedByCoord.out	dBGLF5_08.Aligned.sortedByCoord.out	dBGLF5_10.Aligned.sortedByCoord.out	dBGLF5_11.Aligned.sortedByCoord.out	dBGLF5_12.Aligned.sortedByCoord.out
ENSG00000186638.17	6999	0.83	1.66	0.89	0.67	1.22	0.59	0.67	1.27	0.54	0.41	0.64	0.4	0.38	0.81	0.4	0.37	0.39	0.43	0.28	0.4	0.27	0.42	0.47	0.47
ENSG00000254634.4	4499	0.2	0.17	0.04	0.11	0.12	0.05	0.14	0.14	0.07	0.15	0.29	0.01	0.19	0.33	0.05	0.13	0.2	0.12	0.12	0.21	0.1	0.37	0.29	0.17
ENSG00000161526.15	9999	0.02	0.22	0.12	0.02	0.15	0.06	0.01	0.2	0.06	0.05	0.31	0.17	0.07	0.36	0.16	0.05	0.58	0.18	0.04	0.55	0.13	0.08	0.86	0.2
ENSG00000165861.14	4999	0.04	0.24	0.05	0.02	0.31	0.0	0.19	0.32	0.01	0.08	0.33	0.03	0.03	0.19	0.13	0.06	0.23	0.07	0.0	0.13	0.12	0.03	0.42	0.08
ENSG00000188529.15	9999	0.1	0.88	0.23	0.11	0.86	0.12	0.11	0.75	0.13	0.11	0.83	0.16	0.08	0.84	0.12	0.1	0.63	0.25	0.15	0.58	0.21	0.14	0.71	0.26
ENSG00000225830.16	7499	0.29	0.13	0.04	0.31	0.05	0.07	0.26	0.12	0.06	0.16	0.08	0.02	0.3	0.14	0.04	0.21	0.11	0.34	0.37	0.12	0.19	0.4	0.2	0.22
ENSG00000291201.1	3999	0.9	0.52	0.18	0.67	0.35	0.09	0.8	0.31	0.13	1.11	0.28	0.11	0.75	0.31	0.19	0.64	0.3	0.07	0.6	0.42	0.29	1.35	0.47	0.31
ENSG00000246528.4	11999	0.91	0.63	0.12	0.66	0.59	0.11	1.02	0.81	0.16	0.44	0.37	0.11	0.63	0.29	0.14	0.4	0.14	0.15	0.35	0.16	0.06	0.65	0.26	0.16
ENSG00000258290.1	4999	0.76	0.25	0.05	0.2	0.08	0.02	0.24	0.14	0.03	0.04	0.17	0.01	0.1	0.34	0.08	0.09	0.09	0.24	0.04	0.06	0.17	0.09	0.17	0.2
ENSG00000267080.8	4499	0.11	0.38	0.14	0.21	0.33	0.04	0.16	0.44	0.02	0.18	0.27	0.02	0.12	0.18	0.04	0.11	0.14	0.02	0.05	0.08	0.03	0.14	0.15	0.05
ENSG00000232504.5	9499	0.25	0.4	0.1	0.11	0.28	0.07	0.08	0.49	0.13	0.02	0.15	0.02	0.02	0.18	0.04	0.04	0.11	0.1	0.04	0.11	0.08	0.03	0.15	0.04
ENSG00000176978.15	6499	0.13	2.95	1.07	0.05	1.65	0.3	0.07	1.23	0.31	0.05	0.59	0.16	0.03	0.82	0.36	0.03	1.2	0.24	0.06	0.9	0.26	0.04	1.61	0.65
ENSG00000289915.1	8499	0.57	0.1	0.02	0.75	0.05	0.05	1.0	0.07	0.05	0.28	0.05	0.09	0.3	0.1	0.07	0.55	0.08	0.05	0.38	0.21	0.06	0.32	0.19	0.14
ENSG00000137338.6	8499	0.12	0.43	0.12	0.13	0.32	0.06	0.06	0.47	0.04	0.08	0.42	0.07	0.1	0.55	0.07	0.05	0.19	0.04	0.08	0.13	0.07	0.18	0.24	0.08
ENSG00000132950.19	9860	0.29	0.41	0.12	0.14	0.24	0.12	0.21	0.39	0.09	0.31	0.45	0.11	0.32	0.52	0.12	0.25	0.19	0.09	0.19	0.22	0.06	0.44	0.25	0.18
ENSG00000131495.9	7999	0.07	1.19	0.74	0.08	1.27	0.84	0.12	1.25	1.12	0.05	1.37	0.89	0.07	1.35	0.78	0.05	1.12	0.92	0.07	1.12	1.15	0.06	0.79	1.01
ENSG00000138363.15	7499	1.08	0.21	0.09	0.65	0.16	0.05	0.54	0.12	0.1	0.46	0.08	0.13	0.51	0.17	0.25	0.25	0.34	0.22	0.44	0.28	0.18	0.55	0.36	0.24
ENSG00000257242.9	4999	1.44	0.07	0.08	0.48	0.06	0.05	0.5	0.09	0.06	0.08	0.04	0.03	0.01	0.04	0.07	0.06	0.04	0.04	0.03	0.07	0.04	0.01	0.07	0.14
ENSG00000122033.15	6499	0.34	0.17	0.14	0.42	0.13	0.14	0.32	0.19	0.05	0.34	0.26	0.18	0.39	0.26	0.13	0.29	0.51	0.22	0.37	0.51	0.41	0.28	0.56	0.47
ENSG00000168288.13	4499	0.45	0.1	0.06	0.43	0.08	0.03	0.18	0.03	0.0	0.36	0.15	0.14	0.39	0.19	0.23	0.29	0.38	0.33	0.36	0.32	0.27	0.31	0.27	0.32
ENSG00000136888.8	9999	0.17	2.24	0.81	0.14	1.97	0.54	0.16	2.35	0.79	0.05	1.03	0.23	0.05	1.04	0.31	0.14	0.5	0.12	0.09	0.47	0.17	0.08	0.56	0.17
ENSG00000086232.13	4999	0.22	0.82	0.12	0.21	0.65	0.13	0.24	0.84	0.14	0.11	0.68	0.12	0.17	0.74	0.11	0.23	0.65	0.36	0.22	0.4	0.38	0.26	0.49	0.37
ENSG00000088882.8	4999	0.59	0.28	0.1	0.44	0.22	0.02	0.16	0.29	0.03	0.31	0.17	0.09	0.3	0.18	0.06	0.1	0.19	0.03	0.07	0.12	0.03	0.14	0.18	0.04
ENSG00000136279.21	6499	0.26	0.73	0.19	0.09	0.65	0.1	0.09	0.48	0.14	0.07	0.67	0.16	0.11	0.8	0.26	0.07	0.15	0.08	0.06	0.21	0.07	0.2	0.33	0.15
ENSG00000165630.15	7999	0.15	0.77	0.19	0.08	0.81	0.16	0.23	0.67	0.18	0.24	1.0	0.22	0.25	0.98	0.19	0.14	0.5	0.16	0.19	0.56	0.22	0.28	0.79	0.35
ENSG00000163689.21	4499	0.1	0.27	0.18	0.0	0.28	0.3	0.04	0.37	0.34	0.01	0.16	0.28	0.0	0.17	0.14	0.01	0.09	0.11	0.01	0.08	0.1	0.01	0.05	0.06
ENSG00000243960.1	12999	0.67	0.93	0.05	0.4	0.55	0.07	0.46	0.56	0.05	0.6	0.69	0.1	0.57	0.48	0.06	0.32	0.42	0.15	0.22	0.38	0.12	0.35	0.62	0.18
ENSG00000137200.13	17999	0.14	0.7	0.11	0.06	0.53	0.1	0.07	0.54	0.12	0.16	1.01	0.1	0.16	1.02	0.06	0.07	0.65	0.17	0.07	0.48	0.2	0.11	0.91	0.35
ENSG00000274925.1	3999	0.47	0.21	0.43	0.35	0.22	0.02	0.31	0.17	0.03	0.32	0.22	0.27	0.35	0.21	0.46	0.17	0.08	0.12	0.18	0.11	0.04	0.31	0.09	0.09
ENSG00000167112.10	17499	0.15	2.26	1.2	0.11	1.9	0.37	0.11	1.74	0.46	0.05	1.12	0.37	0.06	1.08	0.6	0.06	0.68	0.15	0.07	0.62	0.24	0.07	0.78	0.3
ENSG00000162191.14	3999	0.08	0.74	0.08	0.03	0.7	0.04	0.08	0.42	0.06	0.12	0.51	0.09	0.1	0.48	0.16	0.06	0.48	0.05	0.1	0.29	0.08	0.07	0.71	0.11
ENSG00000257890.1	4499	0.0	0.12	0.26	0.0	0.11	0.15	0.0	0.11	0.12	0.01	0.05	0.1	0.02	0.08	0.18	0.02	0.26	0.6	0.01	0.2	0.33	0.0	0.25	0.5
ENSG00000179094.16	4499	0.03	0.2	0.43	0.02	0.34	0.28	0.04	0.13	0.27	0.02	0.43	0.39	0.02	0.36	0.41	0.0	0.19	0.32	0.04	0.21	0.25	0.02	0.15	0.3
ENSG00000156384.15	14499	0.06	0.72	0.16	0.03	0.64	0.1	0.04	0.73	0.07	0.03	0.61	0.09	0.01	0.75	0.1	0.03	0.39	0.23	0.05	0.28	0.25	0.04	0.33	0.18
ENSG00000107949.17	15499	0.01	0.79	0.18	0.03	0.28	0.1	0.03	0.35	0.08	0.0	0.84	0.1	0.03	1.1	0.21	0.02	0.48	0.15	0.01	0.57	0.17	0.05	0.63	0.2
ENSG00000169972.13	6999	0.88	0.34	0.11	0.68	0.25	0.08	0.57	0.15	0.05	0.75	0.23	0.03	0.64	0.12	0.05	0.5	0.2	0.01	0.55	0.21	0.04	0.93	0.34	0.16
ENSG00000121594.12	14499	5.47	2.54	1.25	3.49	1.7	0.65	3.23	1.94	0.97	3.38	3.8	1.44	4.68	4.21	1.1	2.41	1.86	0.92	2.43	2.15	0.94	3.1	2.56	1.45
ENSG00000198492.16	3999	0.08	0.16	0.51	0.11	0.12	0.02	0.02	0.2	0.04	0.03	0.39	0.49	0.06	0.4	0.84	0.02	0.49	0.02	0.09	0.3	0.03	0.07	0.24	0.09
ENSG00000179134.16	5499	0.24	0.64	0.17	0.3	0.37	0.12	0.22	0.51	0.07	0.25	0.75	0.08	0.19	0.59	0.26	0.19	0.36	0.05	0.22	0.23	0.09	0.32	0.45	0.16
ENSG00000277039.1	4499	0.42	0.21	0.02	0.12	0.18	0.05	0.23	0.11	0.05	0.39	0.17	0.0	0.46	0.23	0.05	0.23	0.14	0.11	0.05	0.21	0.16	0.28	0.12	0.11
ENSG00000272842.1	17999	0.04	3.42	0.52	0.04	2.85	0.33	0.04	3.05	0.36	0.02	1.71	0.25	0.03	2.36	0.27	0.05	2.17	0.51	0.04	1.78	0.49	0.05	1.75	0.6
ENSG00000287600.1	4499	0.0	0.74	0.08	0.0	0.48	0.01	0.04	0.58	0.04	0.0	1.14	0.05	0.0	0.84	0.08	0.02	0.35	0.23	0.0	0.41	0.06	0.02	0.3	0.1
ENSG00000285553.1	10999	0.0	0.08	0.59	0.03	0.05	0.32	0.0	0.11	0.43	0.0	0.09	0.45	0.01	0.18	0.36	0.01	0.06	0.48	0.0	0.04	0.39	0.0	0.09	0.44
ENSG00000111196.10	4999	1.55	1.51	0.06	1.17	1.22	0.04	0.76	0.76	0.09	1.4	0.8	0.07	2.24	1.05	0.05	1.57	0.73	0.3	1.36	0.68	0.23	1.23	0.97	0.46
ENSG00000241634.1	4499	1.54	0.91	0.21	1.55	0.73	0.09	1.18	0.61	0.15	1.54	0.31	0.22	2.14	0.6	0.08	1.61	0.55	0.14	1.7	0.5	0.21	1.73	0.61	0.4
ENSG00000102886.15	7499	0.02	0.76	0.25	0.04	0.94	0.26	0.03	0.89	0.19	0.03	0.67	0.15	0.01	0.47	0.17	0.02	0.5	0.19	0.01	0.37	0.23	0.02	0.44	0.27
ENSG00000125871.14	5499	0.07	0.28	0.52	0.06	0.14	0.06	0.04	0.39	0.1	0.07	0.18	0.72	0.06	0.35	0.74	0.05	0.46	0.09	0.03	0.2	0.13	0.03	0.35	0.14
ENSG00000289194.1	13999	0.08	0.8	0.33	0.09	0.72	0.3	0.1	0.84	0.21	0.06	0.78	0.24	0.1	0.93	0.36	0.09	0.82	0.36	0.04	0.53	0.25	0.05	0.71	0.44
ENSG00000264083.1	11499	0.01	0.49	0.02	0.02	0.18	0.03	0.04	0.22	0.03	0.06	0.63	0.02	0.06	0.9	0.06	0.03	0.3	0.05	0.03	0.19	0.07	0.05	0.51	0.1
ENSG00000258072.2	6499	0.16	0.13	0.21	0.1	0.12	0.23	0.06	0.09	0.15	0.14	0.13	0.22	0.09	0.14	0.34	0.14	0.32	0.88	0.24	0.38	0.76	0.27	0.24	0.59
ENSG00000271532.1	4499	0.0	0.14	0.08	0.01	0.21	0.04	0.02	0.2	0.13	0.0	0.45	0.23	0.04	0.43	0.16	0.02	0.09	0.09	0.05	0.16	0.08	0.0	0.23	0.11
ENSG00000153560.12	7999	0.22	0.49	0.38	0.08	0.46	0.14	0.09	0.54	0.17	0.21	0.8	0.45	0.27	0.81	0.6	0.12	0.63	0.39	0.18	0.44	0.41	0.11	0.65	0.45
ENSG00000121390.19	7499	1.09	2.06	0.49	0.66	1.74	0.35	0.64	1.37	0.55	0.95	1.69	0.4	1.06	1.9	0.5	0.6	1.02	0.53	0.58	0.88	0.55	0.96	1.04	0.67
ENSG00000262213.1	7999	0.0	0.69	0.17	0.02	0.72	0.2	0.03	0.46	0.18	0.0	0.36	0.03	0.0	0.45	0.07	0.02	0.39	0.23	0.03	0.32	0.27	0.01	0.32	0.2
ENSG00000138069.18	19999	0.14	2.21	0.36	0.07	1.9	0.22	0.13	2.37	0.28	0.08	1.89	0.24	0.09	2.06	0.21	0.14	1.15	0.22	0.13	1.0	0.29	0.18	1.43	0.37
ENSG00000120725.13	8999	0.71	1.42	0.44	0.52	1.11	0.44	0.52	0.99	0.36	0.7	1.07	0.27	0.89	1.15	0.28	0.9	1.23	0.47	0.94	1.02	0.51	1.02	1.33	0.73
ENSG00000141741.12	7999	0.01	0.87	0.23	0.02	0.8	0.07	0.02	0.76	0.13	0.03	0.99	0.13	0.01	0.92	0.18	0.04	0.79	0.16	0.03	0.67	0.18	0.02	0.83	0.2
ENSG00000266240.1	7999	0.26	0.66	0.28	0.28	0.62	0.19	0.37	0.88	0.37	0.18	0.89	0.33	0.16	1.02	0.34	0.17	0.5	0.19	0.09	0.51	0.2	0.12	0.51	0.27
ENSG00000147164.12	3999	0.81	0.35	0.01	0.83	0.27	0.02	0.77	0.38	0.03	0.99	0.42	0.01	1.05	0.36	0.09	0.9	0.19	0.05	0.92	0.2	0.09	1.2	0.42	0.13
ENSG00000117523.18	13499	0.14	0.85	0.33	0.07	0.69	0.13	0.15	0.89	0.2	0.05	0.92	0.29	0.11	1.1	0.37	0.08	0.63	0.19	0.09	0.41	0.2	0.14	0.76	0.22
ENSG00000288786.1	8999	0.0	0.32	0.01	0.0	0.14	0.03	0.0	0.15	0.02	0.0	0.51	0.0	0.0	0.37	0.0	0.0	0.28	0.02	0.0	0.08	0.04	0.0	0.44	0.12
ENSG00000148153.14	7499	0.03	0.24	0.26	0.06	0.44	0.16	0.05	0.49	0.22	0.02	0.23	0.1	0.02	0.38	0.36	0.04	0.31	0.13	0.02	0.21	0.14	0.02	0.21	0.21
ENSG00000236423.8	3999	0.0	0.22	0.04	0.0	0.03	0.05	0.0	0.12	0.0	0.0	0.25	0.0	0.0	0.21	0.09	0.0	0.09	0.01	0.01	0.0	0.02	0.0	0.03	0.0
ENSG00000176884.17	10999	0.07	0.84	0.31	0.05	0.86	0.22	0.06	0.43	0.22	0.0	0.16	0.02	0.01	0.11	0.05	0.02	0.02	0.0	0.01	0.01	0.01	0.02	0.07	0.05
ENSG00000092470.12	9499	0.28	0.6	0.04	0.19	0.37	0.03	0.21	0.41	0.01	0.31	0.44	0.05	0.31	0.56	0.1	0.32	0.57	0.07	0.17	0.34	0.08	0.34	0.78	0.19
ENSG00000106245.11	8999	0.01	0.18	0.07	0.02	0.18	0.05	0.04	0.21	0.06	0.04	0.16	0.06	0.05	0.21	0.06	0.04	0.83	0.18	0.04	0.52	0.21	0.04	0.62	0.26
ENSG00000236529.2	4999	0.32	1.32	0.41	0.23	0.74	0.27	0.35	0.97	0.22	0.35	0.92	0.32	0.36	1.0	0.31	0.38	0.51	0.31	0.23	0.5	0.18	0.48	0.77	0.42
ENSG00000176623.12	12499	0.12	0.36	0.06	0.07	0.21	0.06	0.04	0.19	0.04	0.07	0.4	0.06	0.13	0.44	0.09	0.06	0.21	0.07	0.12	0.07	0.09	0.1	0.18	0.11
ENSG00000234699.1	12999	0.05	0.55	0.1	0.03	0.19	0.09	0.07	0.25	0.1	0.02	0.24	0.04	0.03	0.22	0.07	0.04	0.43	0.15	0.03	0.32	0.14	0.01	0.67	0.34
ENSG00000267174.7	5499	0.0	0.43	0.25	0.0	0.55	0.35	0.0	0.73	0.39	0.0	0.65	0.24	0.01	0.76	0.35	0.0	0.58	0.18	0.01	0.7	0.63	0.0	0.49	0.42
ENSG00000180098.9	18499	0.13	2.69	0.49	0.3	2.34	0.26	0.47	2.85	0.37	0.25	4.11	0.54	0.31	4.33	0.58	0.55	4.92	0.84	0.36	3.96	0.96	0.44	4.44	1.22
ENSG00000177600.9	5999	0.07	0.84	1.46	0.11	0.91	0.12	0.09	0.98	0.19	0.07	1.3	2.3	0.08	1.04	2.63	0.06	0.33	0.12	0.09	0.42	0.26	0.09	0.56	0.16
ENSG00000237522.1	7999	0.57	0.99	0.24	0.39	0.87	0.16	0.3	0.84	0.25	0.37	0.87	0.24	0.55	1.07	0.21	0.28	0.69	0.41	0.43	0.76	0.49	0.6	1.09	0.35
ENSG00000135912.11	5499	0.59	0.23	0.07	0.32	0.32	0.12	0.37	0.18	0.1	0.4	0.29	0.09	0.49	0.29	0.04	0.35	0.27	0.11	0.34	0.22	0.15	0.63	0.27	0.2
ENSG00000160131.14	4999	0.02	0.44	0.36	0.0	0.23	0.06	0.02	0.14	0.05	0.07	0.15	0.13	0.06	0.17	0.15	0.03	0.05	0.0	0.0	0.03	0.0	0.0	0.03	0.03
ENSG00000287510.1	28999	0.06	4.41	0.33	0.07	1.66	0.1	0.06	1.55	0.13	0.08	1.95	0.2	0.08	1.75	0.24	0.07	1.16	0.24	0.08	0.95	0.33	0.07	1.97	0.7
ENSG00000120458.13	13999	2.69	0.69	0.17	2.32	0.73	0.14	2.46	0.75	0.16	3.9	0.64	0.23	3.35	0.64	0.16	1.79	1.13	0.25	1.81	1.36	0.48	2.34	1.67	0.63
ENSG00000101104.13	3999	0.04	0.67	0.58	0.05	0.62	0.34	0.01	0.77	0.32	0.05	1.11	0.85	0.07	0.79	0.57	0.07	0.7	0.14	0.07	0.7	0.17	0.07	0.49	0.23
ENSG00000289836.1	4999	0.33	0.18	0.06	0.75	0.11	0.05	0.9	0.19	0.06	0.2	0.06	0.01	0.15	0.05	0.08	0.78	0.13	0.08	0.52	0.09	0.08	0.8	0.14	0.06
ENSG00000115942.9	21499	0.58	1.3	0.4	0.59	1.21	0.33	0.45	0.87	0.3	0.53	0.98	0.25	0.53	1.29	0.14	0.5	0.85	0.28	0.46	0.74	0.34	0.47	1.08	0.41
ENSG00000253182.1	8499	0.38	1.1	0.47	0.54	0.58	0.31	0.48	0.79	0.31	0.08	0.38	0.1	0.02	0.62	0.11	0.18	0.34	0.21	0.24	0.35	0.24	0.34	0.54	0.27
ENSG00000197323.12	30499	0.08	1.33	0.33	0.06	0.97	0.29	0.03	1.01	0.26	0.06	1.3	0.19	0.12	1.64	0.17	0.07	0.68	0.32	0.09	0.42	0.28	0.15	0.76	0.45
ENSG00000221923.9	7999	0.06	0.05	0.04	0.04	0.06	0.02	0.05	0.09	0.05	0.2	0.21	0.01	0.14	0.1	0.08	0.43	0.18	0.11	0.69	0.14	0.16	0.67	0.2	0.14
ENSG00000233016.9	8499	0.16	0.77	0.21	0.19	0.41	0.15	0.05	0.81	0.21	0.15	0.65	0.07	0.13	0.66	0.11	0.09	0.19	0.03	0.07	0.14	0.02	0.08	0.35	0.03
ENSG00000271825.1	3999	0.02	0.44	0.05	0.05	0.4	0.03	0.05	0.22	0.02	0.0	0.2	0.01	0.01	0.26	0.01	0.07	0.0	0.06	0.04	0.01	0.03	0.1	0.09	0.06
ENSG00000283320.1	4499	0.03	0.16	0.04	0.02	0.32	0.05	0.03	0.18	0.02	0.0	0.51	0.04	0.02	0.47	0.18	0.01	0.35	0.13	0.01	0.26	0.32	0.01	0.24	0.1
ENSG00000096746.18	15999	0.11	0.6	0.04	0.05	0.53	0.03	0.06	0.52	0.04	0.08	0.87	0.05	0.22	1.18	0.06	0.11	0.41	0.11	0.1	0.33	0.07	0.05	0.48	0.12
ENSG00000111181.13	10499	0.0	0.9	0.23	0.05	0.48	0.2	0.02	0.6	0.25	0.02	1.1	0.36	0.01	1.13	0.31	0.03	0.29	0.04	0.01	0.22	0.1	0.02	0.35	0.08
ENSG00000176933.5	6499	0.23	0.98	0.65	0.16	0.8	0.4	0.32	0.96	0.38	0.16	0.45	0.31	0.05	0.5	0.32	0.21	0.32	0.28	0.23	0.55	0.38	0.1	0.59	0.48
ENSG00000226107.1	8499	0.31	0.63	0.16	0.28	0.33	0.08	0.22	0.57	0.22	0.32	0.5	0.17	0.33	0.67	0.17	0.19	0.17	0.21	0.22	0.13	0.12	0.22	0.24	0.1
ENSG00000008952.17	10499	0.01	1.16	1.1	0.04	1.24	0.69	0.03	1.11	0.69	0.03	1.45	0.68	0.03	1.61	0.48	0.01	1.54	1.27	0.06	1.31	0.94	0.05	1.52	1.89
ENSG00000124228.15	6499	0.09	0.62	0.2	0.05	0.44	0.06	0.1	0.47	0.12	0.09	0.62	0.14	0.12	0.63	0.15	0.04	0.7	0.12	0.09	0.38	0.14	0.1	0.59	0.11
ENSG00000250796.1	8499	0.04	0.6	0.15	0.02	0.71	0.13	0.01	0.65	0.35	0.03	1.16	0.21	0.02	0.91	0.24	0.06	0.22	0.01	0.03	0.23	0.02	0.07	0.36	0.05
ENSG00000223290.1	9499	0.96	0.06	0.09	1.0	0.07	0.06	0.31	0.02	0.02	0.35	0.01	0.02	0.34	0.03	0.01	0.12	0.07	0.12	0.22	0.07	0.11	0.26	0.07	0.1
ENSG00000242299.1	12999	0.1	6.78	3.24	0.15	6.24	2.88	0.19	6.07	3.73	0.14	4.68	3.5	0.15	4.92	3.24	0.17	3.29	2.6	0.15	2.5	2.33	0.15	2.77	2.73
ENSG00000147601.15	20999	0.51	1.4	0.21	0.42	1.19	0.27	0.31	1.24	0.26	0.44	1.24	0.19	0.55	1.44	0.19	0.35	1.11	0.57	0.34	0.86	0.5	0.54	1.26	0.84
ENSG00000259732.1	16999	0.25	1.34	0.21	0.17	0.92	0.17	0.19	0.87	0.19	0.33	1.41	0.27	0.32	1.45	0.32	0.21	1.79	0.37	0.18	1.24	0.31	0.35	1.64	0.53
ENSG00000226510.2	10999	0.01	0.57	0.18	0.02	0.62	0.13	0.04	0.61	0.19	0.02	0.26	0.02	0.05	0.33	0.08	0.05	0.15	0.09	0.04	0.2	0.08	0.04	0.11	0.07
ENSG00000286837.1	5999	0.1	0.64	0.12	0.03	0.46	0.03	0.05	0.3	0.04	0.02	0.53	0.16	0.0	0.48	0.02	0.09	0.28	0.02	0.03	0.23	0.07	0.09	0.52	0.17
ENSG00000196504.21	16999	0.15	1.38	0.32	0.13	1.1	0.3	0.09	0.85	0.23	0.15	1.23	0.28	0.21	1.35	0.24	0.1	1.4	1.11	0.14	0.83	0.87	0.24	1.17	1.04
ENSG00000081386.13	19499	0.12	0.83	0.19	0.08	0.6	0.07	0.09	0.7	0.07	0.04	0.43	0.09	0.06	0.63	0.13	0.05	0.31	0.11	0.04	0.21	0.05	0.09	0.32	0.11
ENSG00000101367.9	8499	0.32	0.7	0.25	0.35	0.93	0.12	0.5	1.29	0.21	0.71	2.02	0.44	0.42	2.82	0.63	0.37	2.06	0.33	0.41	1.54	0.23	0.45	1.91	0.52
ENSG00000141385.12	8499	0.1	1.44	0.24	0.06	1.26	0.12	0.08	1.15	0.22	0.08	0.96	0.28	0.09	0.79	0.21	0.07	1.22	0.2	0.08	0.89	0.21	0.11	1.33	0.41
ENSG00000123219.13	17499	0.74	1.91	0.16	0.47	1.42	0.13	0.37	1.16	0.2	0.61	1.02	0.14	0.77	1.26	0.12	0.49	0.97	0.22	0.42	0.58	0.18	0.71	0.97	0.61
ENSG00000212978.6	3999	1.09	0.21	0.09	0.67	0.17	0.08	1.05	0.17	0.17	0.62	0.25	0.16	0.81	0.26	0.08	0.54	0.13	0.08	0.76	0.17	0.07	0.62	0.19	0.05
ENSG00000164574.16	4999	0.27	0.47	0.26	0.17	0.27	0.05	0.03	0.26	0.08	0.52	0.7	0.48	0.68	0.63	0.56	0.19	0.23	0.11	0.15	0.15	0.06	0.24	0.14	0.16
ENSG00000230679.1	5499	0.16	0.29	0.16	0.12	0.32	0.04	0.15	0.64	0.17	0.17	0.6	0.04	0.16	0.79	0.21	0.04	0.39	0.19	0.12	0.24	0.14	0.14	0.32	0.16
ENSG00000064652.11	3999	0.0	0.16	0.23	0.01	0.23	0.07	0.01	0.24	0.16	0.0	0.08	0.05	0.02	0.12	0.05	0.01	0.23	0.25	0.01	0.3	0.15	0.05	0.2	0.18
ENSG00000289268.1	3999	0.46	1.09	0.26	0.63	0.91	0.23	0.55	0.68	0.22	0.36	0.56	0.08	0.49	0.55	0.12	0.53	0.49	0.13	0.6	0.34	0.19	0.57	0.25	0.2
ENSG00000290086.1	8999	0.56	0.64	0.1	0.49	0.55	0.1	0.43	0.34	0.11	0.55	0.39	0.09	1.04	0.51	0.06	0.39	0.14	0.14	0.3	0.18	0.09	0.44	0.17	0.16
ENSG00000071539.14	14999	0.0	0.71	0.02	0.01	0.26	0.0	0.01	0.18	0.01	0.0	0.9	0.03	0.01	1.26	0.08	0.02	0.53	0.03	0.0	0.31	0.06	0.02	0.47	0.06
ENSG00000121774.18	17499	0.34	1.5	0.52	0.27	1.09	0.44	0.32	1.2	0.39	0.52	1.8	0.46	0.29	1.64	0.52	0.34	0.98	0.46	0.34	0.77	0.49	0.42	1.2	0.65
ENSG00000268521.1	22530	0.49	0.99	0.13	0.27	0.9	0.1	0.3	0.65	0.11	0.26	0.53	0.05	0.35	0.75	0.06	0.26	0.31	0.1	0.29	0.25	0.11	0.45	0.29	0.15
ENSG00000151532.15	10499	1.88	0.95	0.39	1.29	0.82	0.23	1.37	0.74	0.32	1.83	1.3	0.35	1.64	1.1	0.32	1.36	0.97	0.26	1.16	0.95	0.32	1.56	1.32	0.63
ENSG00000279311.1	4499	0.02	0.21	0.05	0.0	0.15	0.03	0.0	0.25	0.0	0.01	0.38	0.0	0.01	0.32	0.01	0.09	0.2	0.09	0.0	0.12	0.07	0.02	0.14	0.04
ENSG00000228544.1	10499	0.69	1.34	0.48	0.47	1.27	0.26	0.45	0.82	0.27	0.33	0.34	0.07	0.17	0.29	0.07	0.31	0.15	0.11	0.26	0.19	0.11	0.5	0.35	0.13
ENSG00000258244.1	3999	0.0	0.14	0.08	0.01	0.05	0.04	0.0	0.06	0.02	0.0	0.07	0.06	0.01	0.0	0.03	0.0	0.17	0.35	0.0	0.18	0.41	0.0	0.06	0.27
ENSG00000270679.1	11943	0.0	0.19	0.07	0.0	0.09	0.08	0.0	0.09	0.02	0.0	0.18	0.06	0.01	0.16	0.09	0.01	0.6	0.35	0.01	0.61	0.22	0.0	0.48	0.31
ENSG00000188868.14	35499	0.56	1.46	0.15	0.38	0.98	0.12	0.4	0.95	0.13	0.38	0.99	0.09	0.41	1.13	0.06	0.4	0.78	0.15	0.38	0.6	0.22	0.6	1.0	0.33
ENSG00000066933.17	4999	0.03	0.07	0.37	0.12	0.14	0.2	0.06	0.31	0.11	0.11	0.39	0.36	0.1	0.09	0.53	0.14	0.79	0.54	0.09	0.38	0.58	0.03	0.47	0.48
ENSG00000258285.1	16499	0.0	1.03	0.14	0.01	0.72	0.14	0.0	0.52	0.07	0.01	1.28	0.2	0.0	1.31	0.2	0.02	0.69	0.12	0.01	0.65	0.22	0.01	1.01	0.25
ENSG00000235381.1	23999	0.26	0.23	0.07	0.18	0.29	0.04	0.15	0.26	0.07	0.13	0.15	0.07	0.15	0.23	0.05	0.1	0.7	0.17	0.13	0.5	0.24	0.19	0.76	0.34
